Link,Cidade,Nome,Nota,Avaliação,Quantidade Avaliações,Informações,Preço
https://www.booking.com/hotel/br/estudio-na-velha-proximo-a-vila-germanica.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=911299902_405297803_0_0_0&highlighted_blocks=911299902_405297803_0_0_0&matching_block_id=911299902_405297803_0_0_0&sr_pri_blocks=911299902_405297803_0_0_0__45018&from=searchresults,Blumenau,VILLA BILAC - Studios próximo à Vila Germânica Bairro da Velha,"8,9",Fabuloso,120.0,"Você pode ter direito a um desconto Genius em VILLA BILAC - Studios próximo à Vila Germânica Bairro da Velha. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

VILLA BILAC - Studios próximo à Vila Germânica Bairro da Velha oferece acomodação com Wi-Fi grátis e estacionamento privativo grátis em Blumenau. Rodoviária de Blumenau fica a 6 km de distância. A acomodação fica a cerca de 4 km de Teatro Carlos Gomes, 4,4 km de Catedral São Paulo Apóstolo e 4,5 km de Castelo da Havan. Esta acomodação para não fumantes fica a 2,2 km de Vila Germânica.

Nesta casa de hóspedes, cada quarto tem guarda-roupa, TV, banheiro privativo, roupa de cama e toalhas. Todas as unidades contam com geladeira.

Museu da Água fica a 4,6 km de VILLA BILAC - Studios próximo à Vila Germânica Bairro da Velha. O Aeroporto de Aeroporto Internacional de Navegantes fica a 59 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,0 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$450
https://www.booking.com/hotel/br/urban-studio.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=1082505001_405347950_2_0_0&highlighted_blocks=1082505001_405347950_2_0_0&matching_block_id=1082505001_405347950_2_0_0&sr_pri_blocks=1082505001_405347950_2_0_0__50508&from=searchresults,Blumenau,VILLA BILAC 09 - Studio Urbano próximo à Villa Germânica Bairro da Velha,"8,4",Muito bom,27.0,"Você pode ter direito a um desconto Genius em VILLA BILAC 09 - Studio Urbano próximo à Villa Germânica Bairro da Velha. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

VILLA BILAC 09 - Studio Urbano próximo à Villa Germânica Bairro da Velha fica em Blumenau. Vila Germânica está a 2,3 km de distância, Teatro Carlos Gomes fica a 4 km e Catedral São Paulo Apóstolo fica a 4,5 km. Você contará com Wi-Fi grátis e estacionamento privativo disponível no local nesta acomodação com ar-condicionado. Rodoviária de Blumenau fica a 6,1 km de distância.

O apartamento oferece TV a cabo. A cozinha tem geladeira, micro-ondas e cooktop. Há também chuveiro, produtos de banho de cortesia e secador de cabelo disponíveis.

VILLA BILAC 09 - Studio Urbano próximo à Villa Germânica Bairro da Velha fica a 4,5 km de Castelo da Havan e a 4,7 km de Museu da Água. O Aeroporto de Aeroporto Internacional de Navegantes fica a 59 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 8,1 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$505
https://www.booking.com/hotel/br/villa-bilac-01-studio-close-to-vila-germanica.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=1085186701_405348005_2_0_0&highlighted_blocks=1085186701_405348005_2_0_0&matching_block_id=1085186701_405348005_2_0_0&sr_pri_blocks=1085186701_405348005_2_0_0__53192&from=searchresults,Blumenau,VILLA BILAC 01 - Studio próximo à Vila Germânica,"8,8",Fabuloso,34.0,"Você pode ter direito a um desconto Genius em VILLA BILAC 01 - Studio próximo à Vila Germânica. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

VILLA BILAC 01 - Studio próximo à Vila Germânica está em Blumenau. Vila Germânica fica a 2,3 km de distância, Teatro Carlos Gomes fica a 4 km e Catedral São Paulo Apóstolo fica a 4,5 km. Você contará com Wi-Fi grátis e estacionamento privativo disponível no local nesta acomodação com ar-condicionado. Rodoviária de Blumenau fica a 6,1 km de distância.

O apartamento possui TV a cabo. Uma cozinha oferece geladeira, micro-ondas e cooktop, além de cafeteira.

VILLA BILAC 01 - Studio próximo à Vila Germânica fica a 4,5 km de Castelo da Havan e a 4,7 km de Museu da Água. O Aeroporto de Aeroporto Internacional de Navegantes fica a 59 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 8,7 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$532
https://www.booking.com/hotel/br/loft-proximo-a-vila-germanica-701.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=1213141801_393516415_2_0_0&highlighted_blocks=1213141801_393516415_2_0_0&matching_block_id=1213141801_393516415_2_0_0&sr_pri_blocks=1213141801_393516415_2_0_0__31000&from=searchresults,Blumenau,Loft próximo a vila germânica 701,"9,2",Fantástico,19.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Loft próximo a vila germânica 701 fica em Blumenau. Rodoviária de Blumenau fica a 3,9 km de distância, Teatro Carlos Gomes fica a 1,9 km e Vila Germânica fica a 4 minutos a pé. Esta acomodação oferece piscina privativa, Wi-Fi grátis e estacionamento privativo grátis.

Este apartamento com ar-condicionado tem 1 quarto separado, uma cozinha compacta completa e 1 banheiro. Você terá à sua disposição TV de tela plana.

Museu da Água fica a 2,5 km de Loft próximo a vila germânica 701. O Aeroporto de Aeroporto Internacional de Navegantes fica a 57 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$310
https://www.booking.com/hotel/br/apartamento-em-blumenau-blumenau12.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=409102401_335429350_4_0_0&highlighted_blocks=409102401_335429350_4_0_0&matching_block_id=409102401_335429350_4_0_0&sr_pri_blocks=409102401_335429350_4_0_0__40000&from=searchresults,Blumenau,Apartamento Vila do Sol,"9,0",Fantástico,13.0,"Você pode ter direito a um desconto Genius em Apartamento Vila do Sol. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Apartamento Vila do Sol fica em Blumenau. Vila Germânica fica a 3,2 km de distância, Teatro Carlos Gomes fica a 5,1 km e Museu da Água fica a 5,4 km. Nesta acomodação, você contará com Wi-Fi grátis e estacionamento privativo disponível no local. Rodoviária de Blumenau fica a 6,8 km de distância.

Este apartamento com ar-condicionado tem 2 quartos separados, uma sala de estar, uma cozinhacompleta com geladeira e forno, além de 1 banheiro. Você terá TV de tela plana à sua disposição.

Em Apartamento Vila do Sol, um parquinho infantil está à sua disposição.

Apartamento Vila do Sol fica a 5,5 km de Catedral São Paulo Apóstolo e a 5,6 km de Castelo da Havan. O Aeroporto de Aeroporto Internacional de Navegantes fica a 60 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$400
https://www.booking.com/hotel/br/casa-ampla-e-aconchegante-3-quartos.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=929916701_364996741_6_0_0&highlighted_blocks=929916701_364996741_6_0_0&matching_block_id=929916701_364996741_6_0_0&sr_pri_blocks=929916701_364996741_6_0_0__99360&from=searchresults,Blumenau,HolzHaus Blumenau,"9,6",,40.0,"Você pode ter direito a um desconto Genius em HolzHaus Blumenau. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com vista para o jardim, HolzHaus Blumenau oferece acomodação com terraço e varanda. Museu da Água fica a cerca de 10 km de distância. A acomodação conta com jardim e estacionamento privativo grátis. Rodoviária de Blumenau está a 8,2 km de distância.

Esta casa de temporada com ar-condicionado conta com 3 quartos, uma sala de estar, uma cozinha completa com geladeira, além de cafeteira e 2 banheiros com chuveiro e secador de cabelo. A casa de temporada oferece toalhas e roupa de cama.

HolzHaus Blumenau fica a 11 km de Vila Germânica e a 11 km de Teatro Carlos Gomes. O Aeroporto de Aeroporto Internacional de Navegantes fica a 53 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$994
https://www.booking.com/hotel/br/loft-com-vista-para-a-vila-germanica.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085295&all_sr_blocks=692675601_393040004_2_0_0&highlighted_blocks=692675601_393040004_2_0_0&matching_block_id=692675601_393040004_2_0_0&sr_pri_blocks=692675601_393040004_2_0_0__32000&from=searchresults,Blumenau,Loft com vista para Vila Germânica 415,"9,1",Fantástico,62.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Loft com vista para Vila Germânica 415 oferece acomodação em Blumenau. Vila Germânica fica a 4 minutos a pé de distância e Museu da Água fica a 2,5 km. Você contará com Wi-Fi grátis e estacionamento privativo disponível no local nesta acomodação. Rodoviária de Blumenau fica a 3,9 km de distância.

O apartamento com ar-condicionado conta com 1 quarto, uma cozinha e 1 banheiro. Você terá à sua disposição TV de tela plana.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 57 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,7 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$320
https://www.booking.com/hotel/br/caiua-blumenau.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=1070486306_379560829_2_41_0&highlighted_blocks=1070486306_379560829_2_41_0&matching_block_id=1070486306_379560829_2_41_0&sr_pri_blocks=1070486306_379560829_2_41_0__67620&from=searchresults,Blumenau,Hotel Caiuá Blumenau,"9,5",,754.0,"Hotel Caiuá Blumenau conta com acomodação com jardim, estacionamento privativo, restaurante e bar em Blumenau. Rodoviária de Blumenau fica a 4,5 km de distância. Este hotel 4 estrelas oferece serviço de quarto, uma recepção 24 horas e Wi-Fi grátis. Esta acomodação para pessoas com alergias está a 6 minutos a pé de Teatro Carlos Gomes.

O hotel oferece a você quartos com ar-condicionado, mesa de trabalho, cofre, TV de tela plana e banheiro privativo com chuveiro. Neste hotel, cada quarto conta com roupa de cama e toalhas.

Hotel Caiuá Blumenau serve um café da manhã em estilo buffet.

O business center está à sua disposição em Hotel Caiuá Blumenau.

Há vários pontos de interesse famosos perto de Hotel Caiuá Blumenau, incluindo Catedral São Paulo Apóstolo, Castelo da Havan e Vila Germânica. O Aeroporto de Aeroporto Internacional de Navegantes fica a 53 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 9,6 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$676
https://www.booking.com/hotel/br/apto-10-min-a-pe-da-oktoberfest.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=1290533501_408799336_3_0_0&highlighted_blocks=1290533501_408799336_3_0_0&matching_block_id=1290533501_408799336_3_0_0&sr_pri_blocks=1290533501_408799336_3_0_0__57000&from=searchresults,Blumenau,"2 quartos a 600 mts do Festival Brasileiro da Cerveja - Wi fi de 500 M - Sacada com churrasqueira - 500m do Parque Ramiro - 700m de grandes supermercados - Indicado para famílias, turismo, trabalho e crianças","9,5",,4.0,"Você pode ter direito a um desconto Genius em 2 quartos a 600 mts do Festival Brasileiro da Cerveja - Wi fi de 500 M - Sacada com churrasqueira - 500m do Parque Ramiro - 700m de grandes supermercados - Indicado para famílias, turismo, trabalho e crianças. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Em Blumenau, 2 quartos a 600 mts do Festival Brasileiro da Cerveja - Wi fi de 500 M - Sacada com churrasqueira - 500m do Parque Ramiro - 700m de grandes supermercados - Indicado para famílias, turismo, trabalho e crianças conta com acomodação com vista para a cidade, Wi-Fi grátis e estacionamento privativo grátis. Rodoviária de Blumenau fica a apenas 4,7 km de distância. Ao se hospedar neste apartamento, você terá acesso a uma varanda.

Este apartamento com ar-condicionado conta com 2 quartos, uma sala de estar, uma cozinha completa com geladeira, além de chaleira e 2 banheiros com chuveiro e secador de cabelo. O apartamento oferece toalhas e roupa de cama.

2 quartos a 600 mts do Festival Brasileiro da Cerveja - Wi fi de 500 M - Sacada com churrasqueira - 500m do Parque Ramiro - 700m de grandes supermercados - Indicado para famílias, turismo, trabalho e crianças fica a menos de 1 km de Vila Germânica e a 3,3 km de Museu da Água. O Aeroporto de Aeroporto Internacional de Navegantes fica a 58 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$570
https://www.booking.com/hotel/br/cosmopolitan-2007-apto-800m-da-vila-germanica.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=1177125601_390234228_4_0_0&highlighted_blocks=1177125601_390234228_4_0_0&matching_block_id=1177125601_390234228_4_0_0&sr_pri_blocks=1177125601_390234228_4_0_0__39600&from=searchresults,Blumenau,Cosmopolitan 2007 - Apto 800m da Vila Germânica Oktoberfest,"9,7",,36.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com piscina ao ar livre, academia e terraço, Cosmopolitan 2007 - Apto 800m da Vila Germânica Oktoberfest conta com acomodação em Blumenau com Wi-Fi grátis e vista para a cidade. Este apartamento oferece estacionamento privativo grátis e uma recepção 24 horas.

Este apartamento com ar-condicionado conta com 1 quarto, uma sala de estar, uma cozinha completa com geladeira, além de cafeteira e 1 banheiro com chuveiro e produtos de banho de cortesia. O apartamento oferece toalhas e roupa de cama.

Cosmopolitan 2007 - Apto 800m da Vila Germânica Oktoberfest fica a 3,3 km de Rodoviária de Blumenau e a 13 minutos a pé de Vila Germânica. O Aeroporto de Aeroporto Internacional de Navegantes fica a 57 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 10 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$396
https://www.booking.com/hotel/br/loft-com-vista-para-vila-germanica-blumenau1.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=692708401_393040418_2_0_0&highlighted_blocks=692708401_393040418_2_0_0&matching_block_id=692708401_393040418_2_0_0&sr_pri_blocks=692708401_393040418_2_0_0__25000&from=searchresults,Blumenau,Loft com vista para Vila Germânica 309,"9,2",Fantástico,74.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Loft com vista para Vila Germânica 309 oferece acomodação em Blumenau. Vila Germânica fica a 4 minutos a pé de distância e Museu da Água fica a 2,5 km. Você contará com Wi-Fi grátis e estacionamento privativo disponível no local nesta acomodação. Rodoviária de Blumenau fica a 3,9 km de distância.

Este apartamento com ar-condicionado tem 1 quarto separado, uma cozinha completa e 1 banheiro. Você terá à sua disposição TV de tela plana.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 57 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,4 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$250
https://www.booking.com/hotel/br/st-john.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=55524607_408916734_2_1_0&highlighted_blocks=55524607_408916734_2_1_0&matching_block_id=55524607_408916734_2_1_0&sr_pri_blocks=55524607_408916734_2_1_0__49000&from=searchresults,Blumenau,Hotel St. John,"8,0",Muito bom,373.0,"Localizado a 2, 5 km da estação rodoviária de Blumenau, o Hotel São João oferece acomodações práticas com Wi-Fi gratuito. Dispõe de recepção 24 h e lavanderia. Fornece estacionamento privativo gratuito.

Os quartos do St. John incluem ar-condicionado, armário, frigobar, TV a cabo e banheiro privativo com chuveiro aquecido.

O St. John Hotel fica a 60 km do Aeroporto de Navegantes e a 3, 5 km do centro de Blumenau. Está situado a 3 km do Teatro Carlos Gomes e da prefeitura de Blumenau.

O buffet de café-da-manhã diário oferece frutas frescas, pães e frios. Você também pode desfrutar de especialidades regionais e bebidas no restaurante do hotel.

Casais particularmente gostam da localização — eles deram nota 8,2 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$490
https://www.booking.com/hotel/br/loft-com-vista-para-vila-germanica-blumenau.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=692689901_393040184_2_0_0&highlighted_blocks=692689901_393040184_2_0_0&matching_block_id=692689901_393040184_2_0_0&sr_pri_blocks=692689901_393040184_2_0_0__36000&from=searchresults,Blumenau,Loft com vista para Vila Germânica 407,"8,8",Fabuloso,60.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Loft com vista para Vila Germânica 407 fornece acomodação em Blumenau com piscina coberta. Vila Germânica fica a 2,9 km de distância. Nesta acomodação, você contará com Wi-Fi grátis e estacionamento privativo disponível no local. Rodoviária de Blumenau fica a 6,5 km de distância.

Este apartamento com ar-condicionado tem 1 quarto separado, uma cozinha completa e 1 banheiro. Você terá à sua disposição TV de tela plana.

Loft com vista para Vila Germânica 407 conta com terraço ao ar livre.

Loft com vista para Vila Germânica 407 fica a 4,7 km de Teatro Carlos Gomes e a 5,1 km de Museu da Água. O Aeroporto de Aeroporto Internacional de Navegantes fica a 60 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,1 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$360
https://www.booking.com/hotel/br/loft-proximo-a-vila-germanica.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-629420&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=e26e64f573490fcb&srepoch=1743085297&all_sr_blocks=692671001_285281287_2_0_0&highlighted_blocks=692671001_285281287_2_0_0&matching_block_id=692671001_285281287_2_0_0&sr_pri_blocks=692671001_285281287_2_0_0__32000&from=searchresults,Blumenau,Loft próximo a Vila Germânica 706,"9,3",Fantástico,48.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Loft próximo a Vila Germânica 706 oferece acomodação em Blumenau. Teatro Carlos Gomes fica a 1,9 km de distância, Vila Germânica fica a 4 minutos a pé e Catedral São Paulo Apóstolo fica a 2,3 km. Você contará com Wi-Fi grátis e estacionamento privativo disponível no local nesta acomodação. Rodoviária de Blumenau fica a 3,9 km de distância.

Este apartamento com ar-condicionado tem 1 quarto separado, uma cozinha completa e 1 banheiro. Você terá à sua disposição TV de tela plana.

Loft próximo a Vila Germânica 706 fica a 2,3 km de Castelo da Havan e a 2,5 km de Museu da Água. O Aeroporto de Aeroporto Internacional de Navegantes fica a 57 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 10,0 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$320
